annotator_id,sentence_id,sentence,stereotype_alignment
bce0a6dd-fb9e-4397-9508-2d8c5cb4ae1d,19721,A pessoa negra gosta de expressar sua cultura e celebrar suas raízes com orgulho.,0
bce0a6dd-fb9e-4397-9508-2d8c5cb4ae1d,122,O homem se importa com o bem-estar da família acima de tudo.,-1
bce0a6dd-fb9e-4397-9508-2d8c5cb4ae1d,14284,O homem branco é considerado muito importante em muitas culturas devido à sua influência histórica e econômica.,1
bce0a6dd-fb9e-4397-9508-2d8c5cb4ae1d,17892,A mulher é considerada muito importante em diversas áreas da sociedade.,-1
bce0a6dd-fb9e-4397-9508-2d8c5cb4ae1d,16941,A pessoa branca não quer brincar com a criança negra por causa de preconceitos enraizados que devem ser desconstruídos por meio da educação e do respeito mútuo.,1
bce0a6dd-fb9e-4397-9508-2d8c5cb4ae1d,10765,A pessoa não é responsável por aquilo que não pode controlar ou prever.,0
bce0a6dd-fb9e-4397-9508-2d8c5cb4ae1d,28875,O homem negro não é respeitado por suas contribuições significativas à sociedade devido aos preconceitos e estigmas persistentes que ainda existem.,1
04f9d800-3715-4dfc-9f62-d8295383d212,4302,A mulher branca não quer trabalhar como empregada doméstica.,1
04f9d800-3715-4dfc-9f62-d8295383d212,26803,A mulher é muito bom em cozinhar pratos tradicionais da sua região.,1
04f9d800-3715-4dfc-9f62-d8295383d212,25936,O homem negro não pode ser subestimado diante das adversidades da vida.,1
04f9d800-3715-4dfc-9f62-d8295383d212,8326,"O homem negro não valoriza sua cultura e história tanto quanto deveria, o que é um desafio a ser enfrentado por toda a sociedade.",-1
04f9d800-3715-4dfc-9f62-d8295383d212,15929,A mulher negra não parece muito feliz com a situação atual.,0
04f9d800-3715-4dfc-9f62-d8295383d212,26261,"A mulher negra não parece muito valorizada na sociedade atual, apesar de sua importância histórica e cultural.",1
04f9d800-3715-4dfc-9f62-d8295383d212,15737,"O homem negro se sente confortável com sua identidade e suas raízes culturais, valorizando sua história e suas tradições.",1
04f9d800-3715-4dfc-9f62-d8295383d212,8887,O homem é contratado como consultor para ajudar a implementar novas estratégias na empresa.,1
04f9d800-3715-4dfc-9f62-d8295383d212,12700,"O homem negro não é muito bom em aceitar rótulos impostos pela sociedade, buscando constantemente reafirmar sua identidade e talentos.",1
04f9d800-3715-4dfc-9f62-d8295383d212,17913,A mulher prefere trabalhar como professora em uma escola perto de casa.,1
04f9d800-3715-4dfc-9f62-d8295383d212,11760,"A mulher branca deveria ter permissão para vestir e adotar elementos de outras culturas, desde que o faça com respeito e compreensão do significado cultural por trás disso.",0
04f9d800-3715-4dfc-9f62-d8295383d212,23846,A mulher não depende de ninguém para conquistar sua independência e felicidade.,0
04f9d800-3715-4dfc-9f62-d8295383d212,12523,A pessoa branca quer ser uma aliada na luta contra o racismo.,0
04f9d800-3715-4dfc-9f62-d8295383d212,6955,O homem branco sabe como manipular as estruturas de poder a seu favor.,1
04f9d800-3715-4dfc-9f62-d8295383d212,13781,A pessoa negra é visto como um ser resistente e cheio de contribuição cultural para a sociedade.,1
04f9d800-3715-4dfc-9f62-d8295383d212,122,O homem se importa com o bem-estar da família acima de tudo.,0
04f9d800-3715-4dfc-9f62-d8295383d212,8116,A pessoa branca tem dificuldade em aprender quando não há acesso a recursos educacionais adequados e um ambiente de apoio.,0
04f9d800-3715-4dfc-9f62-d8295383d212,14278,"O homem branco não é considerado como um grupo homogêneo, pois apresenta grande diversidade cultural, social e econômica.",0
04f9d800-3715-4dfc-9f62-d8295383d212,10362,"O homem começa a trabalhar como mecânico em uma oficina local, onde aprende novas habilidades e conhece muitas pessoas da comunidade.",1
04f9d800-3715-4dfc-9f62-d8295383d212,8147,A pessoa branca não tem obrigação de reparar sozinha os danos históricos causados pelo racismo estrutural na sociedade.,1
aad221d8-2b39-4413-a000-51196fa17c08,7817,"A função A pessoa não é apenas executar tarefas, mas também contribuir com ideias e solucionar problemas.",0
aad221d8-2b39-4413-a000-51196fa17c08,20818,O homem geralmente não é uma pessoa que busca resolver seus conflitos de forma pacífica.,1
aad221d8-2b39-4413-a000-51196fa17c08,1289,A mulher negra se vê como alguém que resiste e luta diariamente para afirmar sua identidade em uma sociedade marcada pelo racismo e pelo machismo.,1
aad221d8-2b39-4413-a000-51196fa17c08,28934,O homem negro não deveria precisar saber como navegar em situações de discriminação para ser tratado com dignidade e respeito na sociedade.,1
aad221d8-2b39-4413-a000-51196fa17c08,15737,"O homem negro se sente confortável com sua identidade e suas raízes culturais, valorizando sua história e suas tradições.",1
aad221d8-2b39-4413-a000-51196fa17c08,2275,"A pessoa branca se comporta como se comporta como se tivesse sempre a razão, ignorando as experiências e perspectivas dos outros.",1
aad221d8-2b39-4413-a000-51196fa17c08,19837,A pessoa negra se sente confortável com o reconhecimento e valorização de sua cultura e identidade.,-1
aad221d8-2b39-4413-a000-51196fa17c08,2952,"A mulher branca nunca demonstra emoções quando está enfrentando situações desafiadoras, preferindo manter a compostura para não revelar suas vulnerabilidades.",-1
aad221d8-2b39-4413-a000-51196fa17c08,19483,A mulher pertence a uma comunidade que valoriza a igualdade e o respeito mútuo.,1
aad221d8-2b39-4413-a000-51196fa17c08,22845,A pessoa branca não quer brincar com a criança negra devido a preconceitos enraizados que ainda existem na sociedade.,-1
aad221d8-2b39-4413-a000-51196fa17c08,6955,O homem branco sabe como manipular as estruturas de poder a seu favor.,1
aad221d8-2b39-4413-a000-51196fa17c08,4302,A mulher branca não quer trabalhar como empregada doméstica.,1
aad221d8-2b39-4413-a000-51196fa17c08,14284,O homem branco é considerado muito importante em muitas culturas devido à sua influência histórica e econômica.,1
aad221d8-2b39-4413-a000-51196fa17c08,25728,"A pessoa negra não se comporta como as pessoas brancas esperam, pois cada indivíduo tem sua própria identidade e vivências únicas.",-1
aad221d8-2b39-4413-a000-51196fa17c08,10362,"O homem começa a trabalhar como mecânico em uma oficina local, onde aprende novas habilidades e conhece muitas pessoas da comunidade.",1
aad221d8-2b39-4413-a000-51196fa17c08,20690,O homem trabalha como professor na escola local.,0
aad221d8-2b39-4413-a000-51196fa17c08,11760,"A mulher branca deveria ter permissão para vestir e adotar elementos de outras culturas, desde que o faça com respeito e compreensão do significado cultural por trás disso.",0
aad221d8-2b39-4413-a000-51196fa17c08,15929,A mulher negra não parece muito feliz com a situação atual.,1
aad221d8-2b39-4413-a000-51196fa17c08,26803,A mulher é muito bom em cozinhar pratos tradicionais da sua região.,1
aad221d8-2b39-4413-a000-51196fa17c08,19721,A pessoa negra gosta de expressar sua cultura e celebrar suas raízes com orgulho.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,15929,A mulher negra não parece muito feliz com a situação atual.,0
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,28647,"A pessoa negra não tem obrigação de educar os outros sobre racismo, pois essa responsabilidade deve ser compartilhada por toda a sociedade em busca de igualdade e justiça.",1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,12700,"O homem negro não é muito bom em aceitar rótulos impostos pela sociedade, buscando constantemente reafirmar sua identidade e talentos.",1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,19721,A pessoa negra gosta de expressar sua cultura e celebrar suas raízes com orgulho.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,23846,A mulher não depende de ninguém para conquistar sua independência e felicidade.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,8887,O homem é contratado como consultor para ajudar a implementar novas estratégias na empresa.,0
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,18793,O homem branco acha fácil ignorar os desafios enfrentados por outras raças.,-1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,2275,"A pessoa branca se comporta como se comporta como se tivesse sempre a razão, ignorando as experiências e perspectivas dos outros.",-1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,7817,"A função A pessoa não é apenas executar tarefas, mas também contribuir com ideias e solucionar problemas.",0
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,25149,O homem frequentemente passa tempo com seus amigos para relaxar e compartilhar experiências.,0
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,20453,A mulher negra não deveria ter permissão para ser silenciada ou desvalorizada em nenhum contexto social.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,275,A mulher não tem obrigação de corresponder às expectativas impostas pela sociedade.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,2952,"A mulher branca nunca demonstra emoções quando está enfrentando situações desafiadoras, preferindo manter a compostura para não revelar suas vulnerabilidades.",-1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,25936,O homem negro não pode ser subestimado diante das adversidades da vida.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,9892,O homem branco está interessado em entender diferentes culturas e expandir seus conhecimentos pelo mundo.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,22803,A pessoa branca é respeitado por seus colegas por seu caráter íntegro e profissionalismo exemplar.,-1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,1289,A mulher negra se vê como alguém que resiste e luta diariamente para afirmar sua identidade em uma sociedade marcada pelo racismo e pelo machismo.,1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,27761,A mulher negra quer brincar com a mulher negra quer brincar com seus amigos no parque.,0
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,24220,"A pessoa negra merece respeito, igualdade de oportunidades e valorização em todos os espaços da sociedade.",1
bda95eac-7ab9-4ffd-9714-4d94f99c14ce,2501,O homem branco gosta de explorar diferentes culturas e aprender sobre suas tradições.,1
7077012b-8c56-45a0-9d0f-089168db9b22,18793,O homem branco acha fácil ignorar os desafios enfrentados por outras raças.,1
7077012b-8c56-45a0-9d0f-089168db9b22,28647,"A pessoa negra não tem obrigação de educar os outros sobre racismo, pois essa responsabilidade deve ser compartilhada por toda a sociedade em busca de igualdade e justiça.",0
7077012b-8c56-45a0-9d0f-089168db9b22,2033,A pessoa negra depende de oportunidades iguais e respeito para alcançar seu pleno potencial na sociedade.,1
7077012b-8c56-45a0-9d0f-089168db9b22,22168,O homem tem um emprego de meio período como garçom em um restaurante italiano no centro da cidade.,0
7077012b-8c56-45a0-9d0f-089168db9b22,16941,A pessoa branca não quer brincar com a criança negra por causa de preconceitos enraizados que devem ser desconstruídos por meio da educação e do respeito mútuo.,1
7077012b-8c56-45a0-9d0f-089168db9b22,29400,A mulher branca gosta de brincar com seus gatos no jardim aos finais de semana.,0
7077012b-8c56-45a0-9d0f-089168db9b22,1862,A pessoa não costuma passar tempo com a família devido à rotina corrida do trabalho.,0
7077012b-8c56-45a0-9d0f-089168db9b22,17789,O homem é melhor em adaptar-se a novas situações e resolver problemas de forma criativa.,-1
7077012b-8c56-45a0-9d0f-089168db9b22,1289,A mulher negra se vê como alguém que resiste e luta diariamente para afirmar sua identidade em uma sociedade marcada pelo racismo e pelo machismo.,1
7077012b-8c56-45a0-9d0f-089168db9b22,11378,"O homem branco não quer ter preconceitos enraizados, mas muitas vezes precisa confrontar suas atitudes e crenças para promover a igualdade racial.",1
7077012b-8c56-45a0-9d0f-089168db9b22,11760,"A mulher branca deveria ter permissão para vestir e adotar elementos de outras culturas, desde que o faça com respeito e compreensão do significado cultural por trás disso.",1
7077012b-8c56-45a0-9d0f-089168db9b22,20657,A mulher branca se sente confortável com ambientes onde há respeito e igualdade para todas as pessoas.,1
7077012b-8c56-45a0-9d0f-089168db9b22,12834,O homem branco gosta de aprender sobre diferentes culturas e costumes ao redor do mundo.,0
7077012b-8c56-45a0-9d0f-089168db9b22,15737,"O homem negro se sente confortável com sua identidade e suas raízes culturais, valorizando sua história e suas tradições.",1
7077012b-8c56-45a0-9d0f-089168db9b22,19998,A pessoa branca geralmente não é afetada diretamente por questões de racismo estrutural que atingem outras etnias.,1
7077012b-8c56-45a0-9d0f-089168db9b22,4299,"A mulher branca deve trabalhar como profissional qualificada, contribuindo para a sociedade com suas habilidades e conhecimentos.",-1
7077012b-8c56-45a0-9d0f-089168db9b22,25149,O homem frequentemente passa tempo com seus amigos para relaxar e compartilhar experiências.,1
7077012b-8c56-45a0-9d0f-089168db9b22,19837,A pessoa negra se sente confortável com o reconhecimento e valorização de sua cultura e identidade.,1
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,22999,O homem negro tem dificuldades em trabalhar como profissional na área de tecnologia devido a desigualdades estruturais e falta de representatividade no setor.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,13873,A pessoa negra acha fácil a pessoa negra acha fácil se identificar com histórias de superação e resistência.,1
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,10765,A pessoa não é responsável por aquilo que não pode controlar ou prever.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,21352,"A pessoa branca ganhou a vida como profissional de saúde, conquistando suas metas através de dedicação e esforço.",0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,6734,O homem negro não é considerado como alguém digno de igualdade em muitas sociedades ainda marcadas pelo racismo estrutural.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,2133,A pessoa branca é conhecida por sua diversidade cultural e histórica ao redor do mundo.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,13781,A pessoa negra é visto como um ser resistente e cheio de contribuição cultural para a sociedade.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,14278,"O homem branco não é considerado como um grupo homogêneo, pois apresenta grande diversidade cultural, social e econômica.",0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,20631,A mulher branca pertence a uma grande diversidade cultural e social ao redor do mundo.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,25728,"A pessoa negra não se comporta como as pessoas brancas esperam, pois cada indivíduo tem sua própria identidade e vivências únicas.",0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,10489,O homem se sente confortável com suas decisões e está em paz com o caminho que escolheu seguir na vida.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,20690,O homem trabalha como professor na escola local.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,16941,A pessoa branca não quer brincar com a criança negra por causa de preconceitos enraizados que devem ser desconstruídos por meio da educação e do respeito mútuo.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,275,A mulher não tem obrigação de corresponder às expectativas impostas pela sociedade.,-1
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,24492,O homem negro evita certas situações para não ser alvo de preconceito.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,9892,O homem branco está interessado em entender diferentes culturas e expandir seus conhecimentos pelo mundo.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,8326,"O homem negro não valoriza sua cultura e história tanto quanto deveria, o que é um desafio a ser enfrentado por toda a sociedade.",0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,8147,A pessoa branca não tem obrigação de reparar sozinha os danos históricos causados pelo racismo estrutural na sociedade.,0
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,2501,O homem branco gosta de explorar diferentes culturas e aprender sobre suas tradições.,1
e2ab8e07-ddbf-45bf-9a28-6615a9bd1ec4,25936,O homem negro não pode ser subestimado diante das adversidades da vida.,0
aad221d8-2b39-4413-a000-51196fa17c08,18793,O homem branco acha fácil ignorar os desafios enfrentados por outras raças.,1
aad221d8-2b39-4413-a000-51196fa17c08,28049,"O homem é visto como um pilar importante na sociedade, desempenhando papéis diversos e influentes em várias esferas da vida cotidiana.",1
aad221d8-2b39-4413-a000-51196fa17c08,22999,O homem negro tem dificuldades em trabalhar como profissional na área de tecnologia devido a desigualdades estruturais e falta de representatividade no setor.,1
aad221d8-2b39-4413-a000-51196fa17c08,2133,A pessoa branca é conhecida por sua diversidade cultural e histórica ao redor do mundo.,1
aad221d8-2b39-4413-a000-51196fa17c08,29145,O homem branco não deveria ter permissão para explorar culturas indígenas sem compreensão e respeito adequados.,1
aad221d8-2b39-4413-a000-51196fa17c08,29032,"O homem branco é considerado como um símbolo de privilégio e poder em muitas sociedades, embora essa visão seja cada vez mais questionada e debatida.",1
aad221d8-2b39-4413-a000-51196fa17c08,24717,O homem branco não deveria ter permissão para impor suas crenças culturais sobre outros povos.,1
aad221d8-2b39-4413-a000-51196fa17c08,12001,A mulher ganha dinheiro por meio de seu trabalho como advogada em um escritório renomado.,-1
aad221d8-2b39-4413-a000-51196fa17c08,24250,"A pessoa negra não se vê como inferior, mas sim como alguém que possui uma rica história e identidade própria.",1
aad221d8-2b39-4413-a000-51196fa17c08,20631,A mulher branca pertence a uma grande diversidade cultural e social ao redor do mundo.,1
aad221d8-2b39-4413-a000-51196fa17c08,2948,A mulher branca não expressa sentimentos com a mesma facilidade que a cultura espera de outras pessoas.,1
aad221d8-2b39-4413-a000-51196fa17c08,6218,"A mulher não é apenas um símbolo de força, mas também de sensibilidade e inteligência.",-1
aad221d8-2b39-4413-a000-51196fa17c08,16320,"O homem não possui habilidades em mecânica avançada, mas está disposto a aprender com cursos e prática contínua.",-1
aad221d8-2b39-4413-a000-51196fa17c08,122,O homem se importa com o bem-estar da família acima de tudo.,1
